itemLabel;population;latitude;longitude
Q15980683;7942;15.898005;100.311026
Q104671240;7914;9.9912;98.612
Q30095154;7911;13.7815;99.9189
Q95104142;7905;12.198626;99.855935
Q13025250;7874;19.563715;99.962199
Q16956760;7873;18.9755;98.982
Q30095154;7872;13.7815;99.9189
Q15978485;7870;9.3778;99.2728
Q19825965;7868;14.38086775;103.166035364
Q16859565;7835;14.867808151;103.842255595
Q16325249;7834;15.2255;101.9112
Q20680206;7813;15.9972;101.0652
Q91603134;7810;16.377035;101.975129
Q15244626;7781;14.568597129;102.156406529
Q110038256;7774;16.102310386;103.844166279
Q13025211;7760;17.324048888;99.567136944
Q15244617;7756;14.424215;102.458389
Q112133881;7755;17.5645;102.2807
Q98931425;7740;17.6874;102.4756
Q15978485;7736;9.3778;99.2728
Q13025292;7727;;
Q104716818;7713;6.9012;100.4176
Q19825965;7695;14.38086775;103.166035364
Q88472045;7677;18.3627;103.6083
Q15629842;7672;8.0299;98.3336
Q108764583;7614;16.2705;104.4844
Q110453513;7610;19.8332;100.2569
Q13025229;7567;8.682228639;99.781379689
Q110768882;7557;14.4635;100.3254
Q108764578;7535;16.2319;104.4694
Q108764750;7531;15.5923;104.3915
Q111296558;7529;18.053418362;98.881637404
Q16559902;7508;;
Q28727059;7491;16.884166666;101.884722222
Q110517692;7491;12.6768;102.4592
Q20680206;7481;15.9972;101.0652
Q15244247;7478;14.837905496;102.0686537
Q16369161;7477;15.208380706;100.834015795
Q108764805;7476;15.8515;104.098
Q5071051;7459;8.388419046;99.540068153
Q37790285;7440;17.3645;103.7089
Q15243206;7435;17.018822;99.714586
Q97380642;7426;17.9814;102.9912
Q13025299;7417;15.096987056;104.164287163
Q107671406;7402;17.2167;103.2476
Q16022987;7399;13.517718199;99.954514806
Q16022987;7399;13.518333333;99.954722222
Q100241204;7384;15.586253;101.859041
Q2658511;7380;14.219954056;100.581290786
Q104716882;7356;6.8788;100.4352
Q37790285;7350;17.3645;103.7089
Q16369161;7348;15.208380706;100.834015795
Q42745713;7343;17.472194444;103.262611111
Q110038399;7316;16.0305;103.7774
Q109321380;7306;14.5309;105.2431
Q63966509;7295;13.715688;99.77189
Q28721653;7291;18.6886;98.9193
Q13025323;7284;19.91888889;99.21361111
Q17320422;7280;14.96348;104.03725
Q28729420;7266;6.294170963;101.723773628
Q28729420;7266;6.296666666;101.728333333
Q42745713;7260;17.472194444;103.262611111
Q5874079;7237;18.434113627;103.434938971
Q17320422;7220;14.96348;104.03725
Q15244190;7192;14.925281597;101.964544424
Q15244241;7184;15.032880942;102.168245811
Q28732560;7147;15.5034;101.681
Q16611496;7142;17.956388888;102.586669444
Q20750725;7115;7.311253564;100.040091303
Q104716985;7102;18.3127;103.7999
Q28735553;7095;14.325277777;99.514722222
Q28735553;7095;14.328428057;99.515392579
Q28737728;7092;14.462777777;100.608333333
Q28737728;7092;14.470076745;100.613458279
Q13025224;7086;14.8108;105.2312
Q45260469;7081;17.3595;102.817
Q110739191;7078;16.6472;99.5759
Q13025200;7063;7.471312433;99.979128926
Q28772016;7039;16.02974;102.366653
Q15839185;7035;9.7176;99.9949
Q13025278;7027;9.0072;99.9018
Q16262992;7005;19.523333333;100.3
Q16262992;7005;19.522315;100.303365
Q15980706;6979;14.5596;100.7226
Q15199281;6956;8.088671153;100.139843724
Q13025302;6954;8.108331395;100.277172117
Q110369083;6931;17.320597002;102.073484233
Q18279726;6920;18.363820151;103.481335664
Q13025297;6913;;
Kamala;6898;7.9453;98.2874
Q107213777;6897;17.943298466;103.777918064
Q20010333;6892;14.838960671;103.152047281
Q101651575;6886;9.3782;98.4209
Q13025333;6884;15.596199968;104.097776676
Q15059697;6877;15.143552;98.449817
Q37790483;6871;17.583747;103.542235
Q37790483;6869;17.583747;103.542235
Q26689956;6866;12.777164;101.718283
Q37418960;6857;17.436418;103.587808
Q45260469;6850;17.3595;102.817
Q18279726;6832;18.363820151;103.481335664
Q37418960;6830;17.436418;103.587808
Q15813145;6829;15.5988553;102.298359855
Q111339905;6829;16.4851;99.4878
Q28731245;6827;7.591181;99.033691
Q13025253;6823;8.527404224;99.823626818
Q13025316;6807;17.566498489;99.203792629
Q13025327;6792;16.6782;98.5668
Q56273614;6773;17.4743;101.980031
Q15738346;6771;9.1476;99.3924
Q110088962;6771;16.2983;103.4927
Q16262992;6748;19.523333333;100.3
Q16262992;6748;19.522315;100.303365
Q56273614;6748;17.4743;101.980031
Q28654902;6741;16.2;102.749194444
Q15688434;6731;14.6574;100.1409
Q110032867;6729;16.0466;103.7196
Q28654902;6722;16.2;102.749194444
Q13025321;6713;;
Q25140801;6707;16.567896;102.278686
Q20010333;6702;14.838960671;103.152047281
Q16559902;6682;;
Q28722399;6678;17.928105095;103.942571777
Q28722399;6678;17.928611111;103.955277777
Q2658511;6668;14.219954056;100.581290786
Q26689956;6641;12.777164;101.718283
Q15629844;6623;7.9885;98.3132
Q27943197;6605;17.0735;102.8595
Q110477112;6600;12.2546;102.5582
Q27943197;6594;17.0735;102.8595
Q108269079;6568;17.05;99.0742
Q44973203;6563;17.182111111;104.331611111
Q15978647;6548;8.5808627;99.371467026
Q29342342;6547;13.7248;100.0817
Q44973203;6528;17.182111111;104.331611111
Q28735477;6527;13.743658;101.352266
Q28735477;6527;13.747777777;101.355277777
Mae Hong Son;6526;19.301111111;97.97
Q29342342;6519;13.7248;100.0817
Q16515187;6515;14.532637614;103.930077145
Q28727657;6494;16.936388888;104.710277777
Q28735869;6483;15.754256;99.780806
Q37424104;6483;17.433257;103.405147
Q15989144;6475;16.374860776;104.555128709
Q110217273;6473;16.555;104.6369
Q15197211;6462;10.511430155;99.120080551
Q15980682;6456;15.069117458;100.723427894
Q28732567;6450;16.368165;102.134422
Q37424104;6438;17.433257;103.405147
Q13025204;6432;15.2099;101.7667
Q28732122;6427;19.505;99.9925
Q49169136;6424;14.06012;99.456571
Q16515187;6418;14.532637614;103.930077145
Q28735471;6416;13.5051;100.9567
Q112155697;6368;10.4435;99.2495
Q13025279;6359;13.0206;100.0124
Q16440427;6356;14.368005153;100.671342735
Q12010953;6352;6.868;101.3587
Q108345243;6350;16.3865;98.6924
Q110088989;6348;16.2757;103.5745
Q28726675;6347;6.843611111;101.178055555
Q15244623;6345;14.523957983;102.248086045
Q15989144;6334;16.374860776;104.555128709
Q112133868;6289;17.5228;102.1931
Khemmarat;6288;;
Q13025249;6282;8.470375139;100.046639699
Q15978647;6279;8.5808627;99.371467026
Q110821545;6277;14.5808;100.5325
Q15977652;6273;15.534077953;102.717581602
Q108764778;6270;15.9477;104.2101
Q104591018;6256;7.955586426;98.589759719
Q28736016;6228;13.468055555;101.095277777
Q28722068;6220;14.589;100.3482
Q15890137;6214;14.521568221;102.203131643
Q37789455;6195;17.345568;103.847829
Q15688358;6185;14.6204;100.1444
Q49169136;6180;14.06012;99.456571
Q15199289;6168;7.972066102;99.963525217
Q97381764;6156;17.814;102.7009
Q13025293;6148;13.124785952;99.871626877
Q37789455;6137;17.345568;103.847829
Q15977652;6130;15.534077953;102.717581602
Q25143248;6122;16.270954;103.747354
Q105846697;6122;15.2959;100.1862
Q18562219;6118;;
Q28772812;6106;15.735917;102.790861
Q13025326;6096;14.781472213;103.058191394
Q25143248;6086;16.270954;103.747354
Q41074460;6083;17.274997;103.994049
Q112133893;6080;17.5575;102.1526
Q13025207;6077;14.96138889;100.34583333
Q110821537;6069;14.1678;100.526
Q13025290;6067;15.1053;102.177
Q25266028;6065;16.88472222;101.23361111
Q13023548;6057;17.308790183;102.597149617
Q110453504;6057;19.81;100.2397
Q6470966;6052;14.758504722;102.314802088
Q13025216;6045;;
Q15980682;6041;15.069117458;100.723427894
Q108269272;6034;17.0149;99.0058
Q97397523;6028;17.798065;102.661709
Q61367673;6025;17.399898;103.225876
Q37790738;6020;17.63577778;103.75491667
Q41074460;6013;17.274997;103.994049
Q17093684;5964;14.353579749;102.430606898
Q18562219;5964;;
Q16308052;5961;18.2025;98.5974
Q28732045;5946;15.870694444;102.906388888
Q15890123;5940;14.552878892;102.209421497
Q7047828;5928;14.681111;102.022172
Q110089067;5913;16.3164;103.5985
Q37790738;5901;17.63577778;103.75491667
Q17093684;5899;14.353579749;102.430606898
Q110739260;5894;;
Q15995629;5891;12.9728;101.2143
Q18711717;5880;8.377998621;98.721079399
Q28735872;5835;15.850555555;100.079166666
Q16308052;5832;18.2025;98.5974
Q111339936;5821;16.389813992;99.520859299
Q101425617;5814;15.2759;104.8357
Q28732545;5782;16.39;104.154444444
Q28922656;5777;6.458495322;101.354286106
Q28736775;5772;16.589722222;103.235555555
Q28736775;5772;16.600086096;103.226395844
Q84348031;5771;16.037;103.1231
Q63966380;5743;13.62644;99.829326
Q28735876;5731;15.455277777;100.135277777
Q28735876;5731;15.455676442;100.135137829
Q95730488;5720;7.6404;99.5875
Q18711717;5719;8.377998621;98.721079399
Q28732665;5719;19.150738128;100.265241265
Q28732665;5719;19.149444444;100.275277777
Q107145946;5719;17.9622;104.0426
Q102347738;5711;17.8758;101.9787
Q63966380;5709;13.62644;99.829326
Q44055611;5703;17.12841;102.961714
Q28463802;5682;15.961681;102.691113
Q51950669;5675;18.7343;99.9712
Q107652234;5673;17.182;103.1612
Q108764611;5664;16.1669;104.372
Q44055611;5660;17.12841;102.961714
Q99375846;5646;8.713849;99.354529
Q13025190;5638;;
Q16859276;5626;16.137126024;103.311626004
Q16390169;5595;14.445298444;100.736695525
Q15199264;5573;8.585496857;99.538221802
Q15885922;5536;15.308337733;101.981640274
Q28922656;5532;6.458495322;101.354286106
Q51950669;5530;18.7343;99.9712
Q15199337;5525;8.366771589;99.34217013
Q13025217;5503;9.2237;99.844
Q13025237;5494;15.694470695;102.208730361
Q104716971;5491;18.4118;103.5187
Q110755369;5485;16.2074;99.7601
Q15966545;5480;15.260062087;102.02728889
Q25144217;5478;18.9464;98.9835
Q13025221;5469;13.8514;100.4242
Q16859276;5454;16.137126024;103.311626004
Q110516979;5445;12.1033;102.3522
Q16363568;5443;15.2348;100.6524
Q13025186;5435;18.681;100.7557
Q13025223;5431;13.263762657;99.943925471
Q47067537;5424;17.0453;102.9301
Q107406678;5420;16.771720772;101.049453203
Q28732629;5408;17.2774;100.6156
Q15966545;5406;15.260062087;102.02728889
Q29478542;5402;16.0233;103.3862
Q13025205;5397;14.636806227;101.84454781
Q15688410;5394;;
Q15217902;5391;14.63;100.1307
Q16558022;5387;15.7359;102.7909
Q15244581;5385;15.332954287;102.164611085
Q15896488;5383;15.05205262;101.956882821
Q28735558;5376;14.1315;99.7029
Q47067537;5374;17.0453;102.9301
Q110517455;5351;11.7339;102.9014
Q107671346;5347;17.3153;103.1901
Q38887490;5332;16.541473;103.079623
Q15199227;5316;8.395540335;99.499972966
Q108337877;5311;16.9621;98.581
Q38887490;5310;16.541473;103.079623
Q16500043;5303;14.334739085;100.303735206
Q16500043;5277;14.334739085;100.303735206
Q58303536;5262;16.517469;104.124283
Q110805794;5259;14.4625;100.5452
Q7125389;5251;14.73468652;102.056639808
Q108764817;5250;15.8933;104.1818
Q15272693;5242;19.094462448;100.809691711
Talat Chaiya;5216;9.38809683;99.19624333
Talat Chaiya;5216;9.3911;99.2008
Q15382312;5212;13.424805555;99.955888888
Q102347647;5208;17.8005;101.9448
Q15199383;5200;8.26893959;100.08918212
Q16363568;5200;15.2348;100.6524
Q110218406;5195;16.7649;104.4932
Q28771794;5174;15.962388888;102.541888888
Q45032348;5160;17.085705;103.820396
Q13025182;5158;14.636275776;101.258666216
Q45032348;5112;17.085705;103.820396
Q101635449;5100;18.0951;98.6615
Q108730989;5092;13.6554;100.1624
Q28732664;5086;19.345286308;99.813791333
Q26206754;5083;16.801956;102.340353
Q109588369;5081;6.2235;101.5033
Q21914307;5079;;
Q13025251;5074;8.8584;98.8122
Q15257719;5074;15.198770452;103.756677954
Q26205729;5070;16.732149;102.803269
Q20680182;5064;15.71333333;100.13527778
Q2055930;5062;6.477482149;101.42550269
Q15244288;5050;15.002543119;102.271385025
Q109837737;5044;6.761;101.3012
Q18278180;5036;;
Q15221497;5032;15.005380948;100.32640168
Q15273756;5030;;
Q20680182;5016;15.71333333;100.13527778
Q19001445;5014;19.3645;99.2022
Q112143782;5012;16.9348;102.2614
Q21914307;5011;;
Q15199350;5010;8.313205806;99.363087253
Q109837682;5009;6.8842;99.7875
Q18278180;5005;;
Q99378871;4992;8.75009;99.276672
Q28727678;4990;15.845277777;103.376666666
Q28727678;4990;15.845597422;103.381452298
Q19838150;4974;;
Q37789131;4962;17.337586;103.469071
Q16440427;4954;14.368005153;100.671342735
Q13025319;4949;14.718475183;104.194452865
Q37789131;4947;17.337586;103.469071
Q22693745;4939;17.053;104.6785
Q26700419;4930;12.7832;101.7969
Q19001445;4921;19.3645;99.2022
Q23009156;4914;17.57969;104.594471944
Q6401844;4913;11.7763;102.88575
Q28574152;4909;13.625168;99.583122
Q26700423;4903;12.7098;101.7099
Q109588376;4902;6.6025;101.6325
Q110821599;4899;14.2151;100.5786
Q15995629;4897;12.9728;101.2143
Q23009156;4895;17.57969;104.594471944
Q15382312;4894;13.424805555;99.955888888
Q100989245;4884;16.7202;104.7505
Q28944154;4878;14.3887;103.1082
Q15899774;4865;15.41827942;102.229910505
Q108764767;4846;16.0329;104.3398
Q23009156;4839;17.57969;104.594471944
Q28729596;4832;16.96438645;102.276830011
Q15198942;4829;8.490541561;99.840416699
Q13025295;4828;13.010157678;100.052319437
Q99380069;4825;8.7072;99.3311
Q28944154;4821;14.3887;103.1082
Q13025301;4811;13.1638;100.8079
Q13025274;4799;14.798543376;104.464913382
Q13025233;4780;13.715606184;102.461373892
Q28599020;4753;7.776210625;100.317871245
Q28599020;4753;7.777777777;100.321388888
Q108764719;4751;15.5316;104.2437
Q37854934;4749;15.834892;101.972118
Q25139388;4738;16.5972;101.9946
Q4986833;4732;5.848732;101.880553
Q43129592;4717;16.969333;102.896395
Q15244570;4716;14.60005885;101.885669784
Q37854934;4702;15.834892;101.972118
Q106962672;4696;14.588913295;100.630260617
Q103493481;4626;16.8229;100.4255
Q108365834;4601;17.2255;99.0507
Q41798807;4596;7.52094;99.990049
Q22693745;4595;17.053;104.6785
Q28721656;4585;18.628333333;98.895833333
Q64869373;4579;14.044396;99.814867
Q28772807;4577;16.097302678;102.443008282
Q13025332;4576;15.41430131;102.550535725
Q43129592;4564;16.969333;102.896395
Q15978514;4562;8.967610348;98.83791372
Q112055660;4562;17.4677;100.3324
Q15978514;4555;8.967610348;98.83791372
Q64869373;4552;14.044396;99.814867
Q17121366;4548;15.501951819;102.561436742
Q113610572;4534;15.7866;102.1959
Q27898006;4531;;
Q13025241;4525;17.0352;99.8871
Q17121366;4517;15.501951819;102.561436742
Q108764647;4505;15.365;104.3563
Q15303457;4504;15.308800496;101.973149797
Bueng Kan;4494;18.3669;103.6552
Q27898006;4483;;
Q18290851;4482;;
Q13025311;4463;8.146868885;99.891824296
Q13025294;4457;8.044176211;100.305876888
Q18290851;4457;;
Q15208051;4432;7.4298;100.1761
Q13025212;4424;8.521391865;99.94429958
Q28731999;4423;15.0338;102.9131
Q43225047;4420;16.961758721;102.89837342
Q37422376;4410;17.4235;103.6057
Q26205677;4382;16.521234729;102.223132753
Q28731238;4378;8.071388888;98.999444444
Q28731238;4378;8.072306749;99.002215357
Q51135838;4362;18.7534;99.9827
Q28721858;4339;14.667222222;100.408888888
Q28732633;4337;16.753443094;100.115909381
Q111296610;4324;17.8018;98.9471
Q37422376;4318;17.4235;103.6057
Q25559364;4310;16.6156;101.926
Q13025261;4304;14.851652107;101.656534678
Q30091900;4303;15.5815;102.831111111
Q30091900;4298;15.5815;102.831111111
Q28572832;4297;16.592216;99.857831
Q80134638;4261;13.912983;99.75576
Q80134638;4255;13.912983;99.75576
Q70319309;4254;13.44723;100.99337
Q108319023;4238;16.686;99.2544
Q70319309;4236;13.44723;100.99337
Q13025188;4235;9.2083;99.8644
Q98996091;4219;15.572381;101.851962
Q51135838;4208;18.7534;99.9827
Q107699698;4208;13.8897;99.8332
Q15244542;4186;14.957328371;101.950332848
Q15303454;4173;15.011447135;102.414026078
Q15980713;4172;13.992105887;101.717442558
Q37788230;4166;17.3291;104.3445
Q15212053;4165;12.868433248;100.004461435
Q37788230;4161;17.3291;104.3445
Q28771900;4159;16.08063889;102.40088889
Q21914293;4157;17.070549;102.495953
Q112155641;4150;10.4582;99.1291
Q111602504;4138;18.7019;98.9162
Q26205777;4136;16.758622356;102.631483748
Q16560106;4120;17.8566;102.6912
Q13025282;4103;15.355134092;101.691680918
Q108764782;4099;16.074;104.139
Q21914293;4096;17.070549;102.495953
Q42108582;4093;19.1455;99.6215
Q16560106;4083;17.8566;102.6912
Q65280599;4080;19.9922;100.0348
Q15839184;4079;9.7425;99.9961
Q13025252;4075;14.928153531;104.399505815
Q15980702;4060;14.3273;100.4049
Q13025324;4050;8.285055363;98.656602659
Q42108582;4048;19.1455;99.6215
Q109837694;4039;6.6553;99.9837
Q15383176;4034;16.9843;98.5172
Q15272704;4032;18.540137271;100.790270204
Q15199267;4029;8.546832971;99.52870222
Q99390806;4021;8.617201;98.970138
Q107671549;4016;17.127;102.8171
Q19823085;4014;14.415821897;103.102407082
Q37864271;4013;15.392662171;101.450701929
Q101229272;4008;19.3613;98.9626
Q28772817;4002;16.090936;102.615079
Q105955544;3999;17.477607271;102.667327793
Q37864271;3996;15.392662171;101.450701929
Q19823085;3993;14.415821897;103.102407082
Q15899767;3987;15.409136365;102.10619657
Q104772418;3979;7.07401;100.4507
Q13025196;3961;7.965333;99.998909
Q13025270;3958;19.149602659;100.946499789
Q105955779;3952;17.503401257;102.509839636
Q63966259;3946;13.74281;99.916221
Q64341969;3946;17.512;99.16
Q15240700;3940;15.789198;103.029881
Q63966259;3932;13.74281;99.916221
Q1743446;3926;14.219686418;99.07571365
Sangkha;3920;14.636758;103.853139
Q64341969;3909;17.512;99.16
Q105859926;3907;13.546702672;99.440135884
Q15258030;3896;14.619;104.4349
Sangkha;3895;14.636758;103.853139
Q108764529;3890;16.1991;104.5307
Q15980713;3884;13.992105887;101.717442558
Q13025199;3858;14.874583973;101.569154109
Q108131641;3857;15.653175273;104.308285953
Q99380732;3855;8.748224;99.356534
Q101229229;3855;19.4448;98.9662
Q15207967;3850;7.761074;99.515512
Q15243204;3836;17.008684;99.58202
Q15977653;3811;15.541339009;102.565843029
Q97309710;3808;17.829277;102.606083
Q13025227;3796;;
Q99003853;3790;9.3854;99.1787
Chiang Khong;3774;20.2588;100.4081
Q15980702;3771;14.3273;100.4049
Q15997463;3769;12.927119028;101.526457171
Q28771893;3765;16.127047402;102.544017762
Q15997463;3762;12.927119028;101.526457171
Q15154799;3733;10.402;98.7728
Q15310472;3733;20.1397;99.857
Q15977653;3727;15.541339009;102.565843029
Q105955609;3718;17.422623417;102.419886338
Q108319033;3706;16.018;98.8652
Q13025243;3698;13.0496;99.9188
Q15977651;3698;15.603050509;102.124983757
Bo Pla Thong;3695;14.633833394;101.884418742
Q15890128;3676;14.591459089;102.141253042
Q110755357;3648;16.2166;99.7305
Q15980677;3638;;
Q15240697;3630;16.324253888;103.296736111
Q14211528;3628;15.132561794;105.460058416
Q26205760;3625;16.8012;102.1868
Q16335071;3617;13.961362425;101.51179329
Q15977651;3609;15.603050509;102.124983757
Q15861702;3602;15.258259874;102.414327541
Q112143765;3601;17.0175;102.4115
Pai;3598;19.359324083;98.436883906
Q107699391;3593;13.8708;99.8181
Q15199388;3572;;
Q13025202;3568;15.120574679;102.278502137
Q13025289;3561;14.056812932;99.731096082
Q16335071;3518;13.961362425;101.51179329
